순위,광역지자체명,기초지자체명,관광지명,기준연월,입장객수,
1,제주특별자치도,서귀포시,성산일출봉,202203,403.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202204,898.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202205,2051.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202206,2597.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202207,2577.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202208,3205.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202209,4814.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202210,7478.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202211,6940.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202212,9507.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202301,0.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202302,0.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202303,0.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202304,0.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202305,0.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202306,0.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202307,0.0,40470.0
1,제주특별자치도,서귀포시,성산일출봉,202308,0.0,40470.0
2,제주특별자치도,제주시,만장굴관광지,202203,387.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202204,534.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202205,1705.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202206,2548.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202207,2079.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202208,2566.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202209,3515.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202210,4795.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202211,4303.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202212,4456.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202301,0.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202302,0.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202303,0.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202304,0.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202305,0.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202306,0.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202307,0.0,26888.0
2,제주특별자치도,제주시,만장굴관광지,202308,0.0,26888.0
3,제주특별자치도,서귀포시,정방폭포,202203,330.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202204,363.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202205,1343.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202206,1294.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202207,2263.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202208,2532.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202209,3375.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202210,5893.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202211,4299.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202212,4503.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202301,0.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202302,0.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202303,0.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202304,0.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202305,0.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202306,0.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202307,0.0,26195.0
3,제주특별자치도,서귀포시,정방폭포,202308,0.0,26195.0
4,제주특별자치도,서귀포시,천지연폭포,202203,162.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202204,244.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202205,855.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202206,1197.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202207,1153.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202208,1523.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202209,2139.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202210,1795.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202211,2410.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202212,2188.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202301,0.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202302,0.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202303,0.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202304,0.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202305,0.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202306,0.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202307,0.0,13666.0
4,제주특별자치도,서귀포시,천지연폭포,202308,0.0,13666.0
5,제주특별자치도,서귀포시,천제연폭포,202203,37.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202204,117.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202205,425.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202206,661.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202207,705.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202208,1057.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202209,1606.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202210,2734.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202211,3159.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202212,2416.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202301,0.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202302,0.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202303,0.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202304,0.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202305,0.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202306,0.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202307,0.0,12917.0
5,제주특별자치도,서귀포시,천제연폭포,202308,0.0,12917.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202203,97.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202204,289.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202205,882.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202206,1087.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202207,364.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202208,254.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202209,413.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202210,1525.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202211,2167.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202212,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202301,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202302,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202303,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202304,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202305,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202306,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202307,0.0,7078.0
6,제주특별자치도,서귀포시,중문대포해안주상절리대,202308,0.0,7078.0
7,제주특별자치도,제주시,제주돌문화공원,202203,86.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202204,109.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202205,312.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202206,360.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202207,466.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202208,497.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202209,752.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202210,713.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202211,600.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202212,543.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202301,0.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202302,0.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202303,0.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202304,0.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202305,0.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202306,0.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202307,0.0,4438.0
7,제주특별자치도,제주시,제주돌문화공원,202308,0.0,4438.0
8,제주특별자치도,제주시,해녀 박물관,202203,47.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202204,100.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202205,315.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202206,322.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202207,359.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202208,302.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202209,338.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202210,838.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202211,460.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202212,347.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202301,0.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202302,0.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202303,0.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202304,0.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202305,0.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202306,0.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202307,0.0,3428.0
8,제주특별자치도,제주시,해녀 박물관,202308,0.0,3428.0
9,제주특별자치도,제주시,제주목관아지,202203,28.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202204,57.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202205,135.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202206,181.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202207,177.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202208,274.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202209,306.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202210,495.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202211,519.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202212,618.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202301,0.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202302,0.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202303,0.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202304,0.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202305,0.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202306,0.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202307,0.0,2790.0
9,제주특별자치도,제주시,제주목관아지,202308,0.0,2790.0
10,제주특별자치도,제주시,비자림,202203,46.0,2603.0
10,제주특별자치도,제주시,비자림,202204,95.0,2603.0
10,제주특별자치도,제주시,비자림,202205,151.0,2603.0
10,제주특별자치도,제주시,비자림,202206,270.0,2603.0
10,제주특별자치도,제주시,비자림,202207,224.0,2603.0
10,제주특별자치도,제주시,비자림,202208,243.0,2603.0
10,제주특별자치도,제주시,비자림,202209,294.0,2603.0
10,제주특별자치도,제주시,비자림,202210,459.0,2603.0
10,제주특별자치도,제주시,비자림,202211,440.0,2603.0
10,제주특별자치도,제주시,비자림,202212,381.0,2603.0
10,제주특별자치도,제주시,비자림,202301,0.0,2603.0
10,제주특별자치도,제주시,비자림,202302,0.0,2603.0
10,제주특별자치도,제주시,비자림,202303,0.0,2603.0
10,제주특별자치도,제주시,비자림,202304,0.0,2603.0
10,제주특별자치도,제주시,비자림,202305,0.0,2603.0
10,제주특별자치도,제주시,비자림,202306,0.0,2603.0
10,제주특별자치도,제주시,비자림,202307,0.0,2603.0
10,제주특별자치도,제주시,비자림,202308,0.0,2603.0
11,제주특별자치도,제주시,민속자연사박물관,202203,1.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202204,8.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202205,79.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202206,158.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202207,144.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202208,105.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202209,245.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202210,171.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202211,490.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202212,488.0,1889.0
11,제주특별자치도,제주시,민속자연사박물관,202301,0.0,1889.0
